,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
intercept,-0.0020606568480990815,0.005523322212130396,0.6439872972524971,-1.2680396590054648,-0.430365218040339,-0.0032497408511272755,0.4191171230837736,1.273816882988287,13594.205894102377,1.0005290474876354
umi_slope_before,0.0027407457376212186,0.01030470952312846,1.000818795834341,-1.954042678862871,-0.6775917970493238,0.004386955042477396,0.672402686667146,1.967643022779203,9432.773317744493,1.0011449984635696
umi_slope_after,-0.8477923936626357,0.0001470662776387159,0.016835201938823888,-0.8806305452073115,-0.8592815939078875,-0.8478363309509787,-0.836314852609633,-0.8146361041908063,13104.198401203636,1.000573092142614
cell_slope_before,0.006353600907994993,0.00844491711712926,0.9967219575384887,-1.941252259308444,-0.6662143050920664,0.009601286196682109,0.684145196011061,1.965779113091295,13930.197328250433,0.9998416656792171
cell_slope_after,-0.15555449673494165,0.0001611788085597471,0.01702976565399739,-0.18896382902423814,-0.1669201179617663,-0.15557717604148324,-0.14398153745019232,-0.12230719393844483,11163.527874941394,0.9999103967886546
bp,0.0022447060680265986,0.006529519275733176,0.7594893805768733,-1.5020758408716333,-0.49637801060836484,0.004314188378217138,0.5105717037546993,1.4847914530866897,13529.476573887607,1.0005249771275493
before_variance,0.00943928569576707,0.009417975564550613,1.0061901302010512,-1.9317533647368688,-0.6759334242435586,0.003422959947614506,0.7006589209853129,1.9719202448031237,11414.187104550205,1.000138264408589
after_variance,0.5070132200853179,0.00019352465467901086,0.012113039486795823,0.48375951396414685,0.4987326192408036,0.5068563608010812,0.5150557417722554,0.5315831316613546,3917.7224345252207,1.002999602051608
conditional_mean[1],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[2],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[3],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[4],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[5],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[6],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[7],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[8],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[9],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[10],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[11],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[12],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[13],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[14],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[15],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[16],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[17],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[18],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[19],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[20],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
conditional_mean[21],1.6967328380016242,0.0003492168833181725,0.0402619296567789,1.6187785086045379,1.6694303580427698,1.696821728287072,1.7239871376951914,1.7757463469671508,13292.256320710183,1.000313349560925
