,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
intercept,-0.014222420050940227,0.020203474146007604,0.6517047170782637,-1.3144089840630642,-0.44759455226323236,-0.021385470267147065,0.43205263784809333,1.2554659105753105,1040.5180454713827,1.0058916314553714
umi_slope_before,-0.055349969477866884,0.0381664793360216,1.0423973319091877,-2.0622650010015815,-0.7728288584128493,-0.06782860721474464,0.6546962875136713,2.01695171848715,745.93739838528,1.0071614889540943
umi_slope_after,-0.8439948620717451,0.00041866394039952816,0.01866464271360054,-0.8808137145900699,-0.8566560111239829,-0.8442461048704247,-0.8313956394052064,-0.8070377327762186,1987.5050852042227,1.0023925826073947
cell_slope_before,-0.005175886026880821,0.020068074475298372,0.9978554323956587,-1.9259105415404698,-0.6764855724902918,-0.004382059430293659,0.6690394918618134,1.9733187830964785,2472.4290847179886,1.0016091714174113
cell_slope_after,-0.09550260583907665,0.0005132179951954414,0.01872165295060033,-0.13257592902839777,-0.10807485018013688,-0.09506410367186464,-0.08255190433307086,-0.059867142020731484,1330.7137027990252,1.006812912087432
bp,0.016410855569293243,0.02367730694359491,0.772409739730674,-1.4976577541262848,-0.5128507304561138,0.024255770096195617,0.5283981329670636,1.5587651306032275,1064.2186717387863,1.0057162723211852
before_variance,0.0019101900592650054,0.015341534253523706,0.9744802831244774,-1.908483201769576,-0.6590406586142558,0.01013072688907526,0.6543278132015459,1.9236884997673331,4034.674696193043,1.000276829596301
after_variance,0.5298079254025111,0.00039245406025866685,0.012936372955191422,0.5057469785644125,0.5208096979768263,0.5296774505428481,0.5383710330866484,0.5560551053568301,1086.5442113339282,1.0062202940993221
conditional_mean[1],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[2],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[3],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[4],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[5],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[6],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[7],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[8],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[9],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
conditional_mean[10],1.6189285137054579,0.0010628374218999727,0.04480788237370777,1.5311812964506155,1.5888411721078786,1.6183249546838987,1.6487818749037717,1.7079744581190437,1777.3590284881705,1.0048011496651021
