,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
intercept,-0.03453130333656335,0.034734089910805246,0.6683895534209174,-1.331538746350796,-0.4921424072858449,-0.012087132832709457,0.38749344526559437,1.2930644001968579,370.29466811236546,1.017545441680933
umi_slope_before,-0.050684240601903394,0.06195222632398415,1.0170988833663415,-2.0763229314191016,-0.7541358757302139,-0.044076099942563014,0.6566187749420749,1.9218311216048858,269.53335631851365,1.0196428214193933
umi_slope_after,-0.9366743872390152,0.001507223443107285,0.008060965965377538,-0.9521879026301641,-0.9420396177727561,-0.9368514150635282,-0.9314395682263752,-0.9187306690523782,28.603481315088764,1.132398271867841
cell_slope_before,0.10994613905666227,0.11096954893551408,1.0145895237865352,-1.894084569627914,-0.5737297998776103,0.10511679565787749,0.8005033880969126,2.0946187627333677,83.59361484418827,1.0582483344077243
cell_slope_after,-0.05802168096255095,0.00017315737127777028,0.0070629459710243965,-0.07204419372357954,-0.06261654329604777,-0.05802531902748062,-0.05319591316217691,-0.04416562637701507,1663.756632963994,1.0083782702180704
bp,0.03754188346909108,0.03796748413260404,0.7137465060459273,-1.3810270592913692,-0.4129010728288152,0.01244410908212712,0.5265100401382541,1.4232898304684447,353.3982139962693,1.018278291438161
before_variance,0.04671469392422256,0.052154222002212425,0.9848181241709842,-1.9054737235253643,-0.5959478909768658,0.046094246787980186,0.7005344489050713,1.9465677168677467,356.5604116895324,1.0221202829628622
after_variance,0.34243345854546064,0.00014960477366469458,0.00504031694635977,0.33307514812937467,0.33891273784053066,0.34227794482498125,0.34564897211111645,0.352833473701731,1135.0756065893693,1.0134739327913718
conditional_mean[1],1.8342631800127436,0.0030272986663326383,0.020040685415353653,1.793124878768444,1.8208517786803937,1.8347198956054291,1.8479471064576183,1.8724706955087536,43.82426111511053,1.100973637280326
conditional_mean[2],1.8342631800127436,0.0030272986663326383,0.020040685415353653,1.793124878768444,1.8208517786803937,1.8347198956054291,1.8479471064576183,1.8724706955087536,43.82426111511053,1.100973637280326
conditional_mean[3],1.8342631800127436,0.0030272986663326383,0.020040685415353653,1.793124878768444,1.8208517786803937,1.8347198956054291,1.8479471064576183,1.8724706955087536,43.82426111511053,1.100973637280326
